"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RLF",0.000112898467869367,-0.317724966258151,0.33,0.396,1
"RPS9",0.000118986978797656,-0.462452507819962,0.249,0.306,1
"RNF19A",0.000125504148296586,-0.356277949461884,0.469,0.512,1
"PTPRD",0.00012977778419067,-0.357044589736134,0.396,0.47,1
"ZDHHC14",0.000172439161988675,-0.33828595023427,0.339,0.412,1
"FAM49A",0.000174139161303292,-0.348908782296775,0.277,0.335,1
"C1orf21",0.000174290553738247,-0.310937089497989,0.552,0.587,1
"ABL1",0.000187234493306418,-0.330463842209425,0.635,0.664,1
"NRIP1",0.000221228965110256,-0.308249192431889,0.403,0.463,1
"RAD51B",0.000236347662347026,-0.51220079935833,0.54,0.572,1
"PITPNC1",0.000391249520704063,-0.365123665124218,0.409,0.467,1
"ARHGEF7",0.000400959743545356,-0.310418602737911,0.434,0.488,1
"HIVEP3",0.000411980254910232,-0.3229758196605,0.322,0.38,1
"JARID2",0.000436150942758333,-0.395997999722392,0.312,0.36,1
"OSMR",0.00046923521831145,-0.407256751026943,0.338,0.393,1
"IGFBP4",0.000540904017340376,0.373198197531213,0.476,0.419,1
"PRRX1",0.000628428766412825,-0.339984808137637,0.495,0.535,1
"DUSP16",0.000724651966453342,-0.375838513434266,0.248,0.301,1
"EML4",0.000792402722509795,-0.321871681495521,0.256,0.306,1
"CDK17",0.00109013768330223,-0.304279052188458,0.32,0.375,1
"RAPGEF2",0.00113312006050259,-0.329289171254647,0.364,0.403,1
"NOP58",0.00131568428821178,-0.334755537043745,0.255,0.301,1
"ADAM12",0.00157102360608175,0.305784645526717,0.409,0.346,1
"NTM",0.00169231783587447,0.326246548016363,0.36,0.304,1
"BACH2",0.00176178534317982,-0.302564527511044,0.302,0.352,1
"DAAM1",0.00316024232648251,-0.3215513992174,0.445,0.469,1
"PCSK5",0.00372125413212186,-0.374717364725732,0.545,0.582,1
"ELF1",0.00379966493408278,-0.317449827551398,0.512,0.542,1
"CD44",0.0045304655251209,-0.307239659694949,0.44,0.471,1
"NCALD",0.00522041857021345,-0.507071664354821,0.361,0.386,1
"ANXA1",0.00660724017122819,-0.309980973739736,0.539,0.547,1
"NDRG1",0.00697755068150218,-0.433786101800981,0.396,0.422,1
"TPM4",0.0297681675843504,0.345045248101665,0.417,0.387,1
"RANBP2",0.0498514540717355,-0.369615053752183,0.299,0.32,1
"GFPT2",0.198413817375535,-0.328695459938128,0.563,0.557,1
