"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ARF4",0.0127834702022143,0.450966687328512,0.407,0.445,1
"PIP4K2A",0.0135486333767051,0.447682216216427,0.298,0.301,1
"ARHGAP21",0.0138696759988986,0.324705843860947,0.552,0.655,1
"ATG7",0.0143155786366936,0.369377946583936,0.516,0.599,1
"SVIL",0.0164184650101048,0.44152165425301,0.66,0.763,1
"DIP2B",0.0172817556822079,0.46296075005651,0.45,0.511,1
"PTBP2",0.0180468061429269,0.423275914593306,0.442,0.51,1
"MT-ND3",0.0187269287531837,0.49061589751872,0.326,0.343,1
"TMTC2",0.0190664400162445,0.505726896672939,0.306,0.304,1
"SRGAP1",0.0196393655695028,0.386411210687657,0.447,0.489,1
"MARCH3",0.0203326954571049,0.451044650745606,0.484,0.539,1
"DENND5A",0.0204682383921507,0.394077942064012,0.377,0.403,1
"EPAS1",0.0218545817756544,0.497517103932658,0.429,0.486,1
"PLAC9",0.0219090514866858,0.48210301880139,0.404,0.443,1
"TIPARP",0.0232334897833523,0.554434333398352,0.347,0.367,1
"DENND4A",0.0249150093652778,0.363901738172703,0.545,0.667,1
"DNMT3A",0.0261013900462065,0.419505917052066,0.308,0.315,1
"ELF1",0.027923327279718,0.449613777103339,0.542,0.646,1
"CCDC18-AS1",0.0285969248301061,0.476901286127984,0.442,0.509,1
"LRCH3",0.0287745832512673,0.391641144374888,0.495,0.598,1
"TASP1",0.0302481582694198,0.435426776157409,0.294,0.308,1
"ATP1B3",0.0319773861511648,0.857857589977067,0.409,0.471,1
"DNAJA1",0.0359877017707364,0.394186998095502,0.412,0.454,1
"MLXIP",0.0360446946278725,0.471545498688517,0.32,0.338,1
"PDE1A",0.0363900007786239,0.333257688171381,0.511,0.582,1
"GLG1",0.05239611056175,0.398749819419798,0.476,0.574,1
"CRY1",0.0568136555495864,0.473455506895761,0.364,0.401,1
"PLSCR4",0.0571252621004152,0.352720163046102,0.479,0.579,1
"B2M",0.0578989903524979,0.440908974033738,0.31,0.329,1
"CDC42EP4",0.0623554815318786,0.460487959175028,0.411,0.444,1
"UAP1",0.0636717465520237,0.555569943115057,0.366,0.4,1
"TTC3",0.0661127378032629,0.376855743501141,0.474,0.57,1
"VPS13C",0.0676646962483687,0.322417792926349,0.48,0.574,1
"DOCK5",0.0712047031020897,0.394740860572579,0.288,0.301,1
"PTPRA",0.0713834623803071,0.316745061781895,0.569,0.684,1
"NFIL3",0.0828957553075943,0.382783936309567,0.517,0.619,1
"JAZF1",0.0896266652353034,0.316849846681115,0.541,0.635,1
"RALY",0.0899541178920936,0.406634900302719,0.401,0.466,1
"GNA12",0.101550562176715,0.402737655068482,0.367,0.416,1
"SLC16A1-AS1",0.108064405873041,0.364205567878622,0.38,0.423,1
"KMT2A",0.122204314573328,0.35976710102731,0.372,0.422,1
"ATP6V0A1",0.123403885632529,0.421161306841181,0.33,0.367,1
"TRMT11",0.126094635378919,0.33602078997172,0.354,0.39,1
"AL445426.1",0.126141332067714,0.329879448423651,0.479,0.555,1
"MTUS1",0.126378369737177,0.543612639742646,0.387,0.458,1
"AHNAK",0.140795259998248,0.301526328661797,0.726,0.855,1
"CYBRD1",0.152232991175739,0.365116242232314,0.382,0.442,1
"ERRFI1",0.152821630966622,0.318874277390878,0.373,0.492,1
"COL5A3",0.160672224615492,0.5514838477144,0.333,0.363,1
"SRSF5",0.176249274390428,0.330010318996227,0.403,0.478,1
"FCHO2",0.182030028683552,0.329557076905507,0.308,0.411,1
"DUSP16",0.184219145872089,0.329409626042107,0.301,0.387,1
"ATM",0.185780241321978,0.39176453270661,0.351,0.392,1
"CLK1",0.191034392790244,0.40275923397654,0.366,0.428,1
"GPC6",0.191043716276861,0.333834919303797,0.465,0.587,1
"SIRT1",0.191216941733894,0.372813814515944,0.294,0.321,1
"SSBP3",0.203880710109987,0.346169812470056,0.474,0.574,1
"EIF5",0.208717207331278,0.39179765899312,0.474,0.583,1
"RPL13",0.209311438131052,0.451917766334304,0.328,0.37,1
"WIPF2",0.21473201793822,0.441436549840552,0.289,0.317,1
"CTDSPL",0.224990295155962,0.430558926710371,0.324,0.366,1
"EPC2",0.243263842819726,0.34755812423469,0.416,0.501,1
"AFF1",0.247177296494375,0.324687033159691,0.552,0.696,1
"SOGA1",0.248017717048519,0.375539188435827,0.29,0.319,1
"RAD9A",0.269607713259637,0.431314581027313,0.328,0.367,1
"CD99",0.276320921461946,0.367062330582332,0.35,0.402,1
"KIAA1841",0.304213730543473,0.301584272358029,0.248,0.314,1
"RANBP2",0.305680413065163,0.459905222081699,0.32,0.423,1
"PXDC1",0.312914875595503,0.487109121687625,0.282,0.309,1
"FAM114A1",0.314815083009425,0.321444358460903,0.323,0.361,1
"CRYBG3",0.316150930869452,0.324306073119353,0.432,0.52,1
"NECTIN3",0.316770870812051,0.354303440026963,0.284,0.319,1
"TASOR2",0.331829243984874,0.330993587481681,0.328,0.373,1
"EIF1",0.341457823091317,0.315881658843638,0.359,0.416,1
"MT-CO2",0.342666561068356,0.39247102804427,0.323,0.369,1
"NECTIN2",0.345212005748271,0.485688931472791,0.319,0.372,1
"UBE2D3",0.351632476575241,0.319583637761744,0.597,0.745,1
"PEAK1",0.380448218712671,0.378502388195121,0.473,0.587,1
"GATA6",0.386480963991383,0.311102196821872,0.319,0.354,1
"TPT1-AS1",0.386620072689279,0.328788201878202,0.444,0.547,1
"DHRSX",0.399305787052882,0.403405012103402,0.429,0.514,1
"PIK3R1",0.406313384253468,0.343927632824221,0.44,0.534,1
"PTPRK",0.412481903167725,0.425477879670774,0.382,0.453,1
"HSP90AA1",0.423775029322819,0.34318941355544,0.511,0.623,1
"TUT4",0.425736476257099,0.343738734920924,0.424,0.536,1
"CCNI",0.425744847281377,0.34972120914645,0.352,0.414,1
"ETV6",0.427503201888257,0.356524410973069,0.418,0.497,1
"GNAI3",0.45204909696287,0.310917448190503,0.377,0.48,1
"PITPNB",0.471899732523496,0.313741486062147,0.347,0.403,1
"TAF3",0.484458211391288,0.336213045185993,0.319,0.358,1
"CHD6",0.511115747661895,0.313605094531197,0.351,0.448,1
"KLF7",0.514728195268018,0.341253049101003,0.397,0.472,1
