"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"KIAA0232",9.76761221616991e-31,0.379592442199499,0.726,0.43,3.02375971375972e-26
"EYS",1.29964579120951e-30,0.335938542419385,0.371,0.142,4.02331347584729e-26
"PER3",1.47183942647542e-30,0.397712881070846,0.33,0.12,4.55637331253995e-26
"KSR1",1.74223739829088e-30,-0.857184248278154,0.139,0.305,5.39344431388908e-26
"TENT5A",1.83563028256553e-30,-0.995209360216168,0.176,0.338,5.68256066573812e-26
"GAB2",1.84534812910277e-30,0.420442433714458,0.813,0.529,5.71264420326343e-26
"TMCO4",2.07757452676233e-30,0.387821699278437,0.46,0.214,6.43154746249816e-26
"ARID3A",2.39123160857306e-30,0.383310818353999,0.34,0.127,7.40253569065962e-26
"UBE2H",2.39565967791262e-30,0.395160951174524,0.897,0.656,7.4162436649141e-26
"SERPINH1",3.36030400123453e-30,0.397712309518173,0.318,0.115,1.04024930966217e-25
"PTEN",3.40515213669495e-30,0.451861369052843,0.917,0.758,1.05413294695666e-25
"LINC01376",3.48420128849595e-30,0.447972780749387,0.496,0.25,1.07860419287969e-25
"RFX3-AS1",4.09229199556735e-30,0.388911684139988,0.512,0.258,1.26685083306779e-25
"BTF3L4",4.17099295635763e-30,0.334404010342885,0.442,0.198,1.29121428949963e-25
"FUS",4.50755158022359e-30,-0.776560872290929,0.555,0.621,1.39540274268982e-25
"RNF10",5.87118408318202e-30,0.351521241176502,0.521,0.253,1.81754245663066e-25
"KDM4C",7.98443912320527e-30,0.364301115286239,0.712,0.415,2.47174281937066e-25
"PPP6C",8.47228721088191e-30,0.346772543295912,0.481,0.228,2.62276595187271e-25
"FANCC",9.76954302713332e-30,0.370202272365019,0.469,0.218,3.02435743490966e-25
"NDFIP1",1.21728239425553e-29,0.374352173214395,0.633,0.347,3.76834110789686e-25
"AL078600.1",1.28585118340138e-29,0.33693483434338,0.383,0.158,3.98060950845566e-25
"SLC35G2",1.33799827079925e-29,0.358029527643931,0.426,0.188,4.14204124691324e-25
"CHST3",1.34593692985489e-29,0.390735084505659,0.348,0.137,4.16661695375178e-25
"LIMCH1",1.37920240883383e-29,0.469289948447708,0.72,0.454,4.2695968970269e-25
"OPHN1",1.61513373809483e-29,-0.853612746625224,0.548,0.622,4.99996951302016e-25
"SP1",1.69766072293876e-29,0.336714282252457,0.435,0.198,5.25544830000153e-25
"ASAH1",1.87875769424894e-29,0.346429875818112,0.326,0.121,5.81607019408643e-25
"ABCC9",1.92661200251235e-29,-0.964264825121256,0.186,0.338,5.96421277617749e-25
"AC007952.4",2.31565540970593e-29,0.329834056410794,0.306,0.106,7.16857445182665e-25
"ECHDC2",2.35273834526176e-29,0.34801236277553,0.921,0.679,7.28337209542683e-25
"SPARC",2.72345025643591e-29,0.352886301632658,0.638,0.351,8.43098495884866e-25
"GOLGB1",3.3912990338024e-29,0.364619748847216,0.647,0.36,1.04984444189421e-24
"SMURF2",4.1008364461855e-29,-1.35962738606391,0.464,0.538,1.26949593864565e-24
"GNAL",4.10462339362634e-29,0.429695660560862,0.426,0.197,1.27066826396491e-24
"SMAP1",5.41969235383597e-29,0.384344492914077,0.595,0.324,1.677774161977e-24
"FZD4",6.32779735919718e-29,0.311028120162272,0.425,0.185,1.95889622848667e-24
