"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"KAZN",0,3.39569978818909,0.956,0.523,0
"NEGR1",0,3.04648222170581,0.941,0.441,0
"LINC01133",0,1.76553450551358,0.518,0.031,0
"PRRX1",0,1.85887989425059,0.573,0.069,0
"CD34",0,1.89572367861121,0.614,0.042,0
"PCNX2",0,1.69493075862841,0.542,0.056,0
"CYP1B1-AS1",0,2.34833359730691,0.675,0.113,0
"MIR4435-2HG",0,2.15034959887769,0.595,0.054,0
"GLI2",0,1.65564161137454,0.493,0.035,0
"CNTN4",0,3.57252087877087,0.847,0.096,0
"CACNA2D3",0,1.91280567785572,0.526,0.059,0
"ARHGEF3",0,2.16241244152643,0.728,0.171,0
"ABI3BP",0,2.39563538895758,0.778,0.197,0
"SPSB4",0,1.39290201491263,0.405,0.007,0
"SLC7A14-AS1",0,2.24591384013066,0.47,0.031,0
"STK32B",0,2.66003984303932,0.705,0.044,0
"HTRA3",0,1.87159695438121,0.512,0.029,0
"PDGFRA",0,2.1819082495522,0.675,0.071,0
"ADAMTS16",0,2.83584443554783,0.668,0.03,0
"FBXL7",0,2.29419449657251,0.944,0.619,0
"GHR",0,-2.66370705536352,0.735,0.995,0
"DPYSL3",0,2.16124571779485,0.634,0.096,0
"SH3PXD2B",0,2.1302470507188,0.64,0.086,0
"GFPT2",0,3.04451838805945,0.788,0.092,0
"TNXB",0,3.6433157226945,0.978,0.26,0
"ITPR3",0,1.48411230190853,0.481,0.022,0
"TRERF1",0,2.51566270355343,0.779,0.083,0
"DST",0,2.46480248254986,0.946,0.503,0
"FILIP1",0,1.90349316593668,0.628,0.094,0
"NHSL1",0,2.14041794724859,0.711,0.16,0
"UST",0,2.44674683990874,0.729,0.098,0
"DACT2",0,1.28016449961093,0.346,0.006,0
"SMOC2",0,2.10498431426893,0.54,0.055,0
"SDK1",0,3.16515233853654,0.974,0.599,0
"CREB5",0,4.00719542305852,0.946,0.142,0
"PDE1C",0,1.7711351973712,0.509,0.039,0
"TPST1",0,2.30640788384202,0.723,0.172,0
"ELN",0,2.25812031665689,0.72,0.137,0
"CD36",0,-2.29133934388041,0.656,0.976,0
"COL1A2",0,2.56284206671458,0.835,0.147,0
"PRKAR2B",0,-2.86858475726288,0.331,0.954,0
"DOCK4",0,3.38777945286332,0.944,0.34,0
"SCARA5",0,2.56707148735657,0.733,0.038,0
"KCNB2",0,3.17522876996845,0.694,0.033,0
"AQP7",0,-3.35779557425977,0.234,0.988,0
"PALM2-AKAP2",0,-2.17368404798577,0.465,0.972,0
"LPAR1",0,2.21763835752733,0.689,0.115,0
"DNM1",0,2.0576652757656,0.716,0.135,0
"HMCN2",0,1.74474992111186,0.411,0.016,0
"CAMK1D",0,2.68328329948504,0.845,0.291,0
"BICC1",0,2.56008535626645,0.825,0.21,0
"SORBS1",0,-2.79370011691145,0.465,0.981,0
"OGA",0,-2.2034423184226,0.707,0.989,0
"KCNIP2",0,-2.69545272007129,0.105,0.898,0
"GRK5",0,3.80373967517162,0.899,0.122,0
"PNPLA2",0,-2.65686591946822,0.244,0.974,0
"LSP1",0,2.09549412247577,0.634,0.022,0
"PDE3B",0,-3.41907375957661,0.507,0.989,0
"PAMR1",0,1.41907307861608,0.41,0.016,0
"MALAT1",0,-1.22539965169552,1,1,0
