"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MAPK10",4.50364464425894e-19,-0.366092110749898,0.79,0.932,1.39419327252324e-14
"MEG3",4.9994850405191e-19,0.967077801067763,0.687,0.657,1.5476905839935e-14
"CFLAR",5.1106266545746e-19,-0.424582019762154,0.559,0.83,1.58209669345666e-14
"NPAS3",9.21770657529053e-19,-0.32277669275061,0.379,0.703,2.85352542451269e-14
"SPATA6",1.12946947361863e-18,0.950980995784132,0.589,0.538,3.49649864948121e-14
"GLIS3",1.30991285749266e-18,1.14411403747849,0.611,0.595,4.05509723294004e-14
"KIF13A",1.40489857528986e-18,-0.419148326186857,0.573,0.859,4.34914451952482e-14
"MEIS1",1.44443911080532e-18,0.886600431223674,0.687,0.727,4.47155015532003e-14
"GALNT17",1.53110454264876e-18,-0.466841192961091,0.124,0.303,4.73984033267776e-14
"FYN",1.62026550829708e-18,0.764989819557856,0.738,0.784,5.01585593403527e-14
"FOXO1",1.99610523043867e-18,-0.527621026733368,0.734,0.916,6.17934296186899e-14
"ABCA1",2.07911705827782e-18,-0.527535319674655,0.535,0.841,6.43632267731063e-14
"CALD1",4.72207254217178e-18,0.764455805543065,0.692,0.73,1.46181199688012e-13
"SRSF4",8.36555758778981e-18,-0.30851339636193,0.436,0.776,2.58972566245209e-13
"NRIP1",1.21836027778238e-17,-0.30612266617134,0.457,0.781,3.77167791193092e-13
"CRIM1",1.34686656561388e-17,-0.399870042290306,0.38,0.684,4.16949482717088e-13
"ZBTB20",3.49710423705481e-17,0.377707710437031,0.98,0.984,1.08259855866506e-12
"GTDC1",3.54526872930663e-17,-0.309861548774182,0.422,0.746,1.09750884053145e-12
"ST3GAL1",5.78284169022414e-17,-0.384321617660141,0.424,0.741,1.79019430204269e-12
"GAB2",5.9014721367247e-17,-0.423947422751085,0.512,0.814,1.82691872936586e-12
"GOLGA4",6.28589400879235e-17,-0.346884563038381,0.578,0.857,1.94592420830185e-12
"PRRX1",6.46168901112216e-17,1.11254453787676,0.513,0.432,2.00034506717309e-12
"TCF7L1",7.80007664658895e-17,0.846231603675897,0.692,0.714,2.41466972748454e-12
"FHIT",2.96214215056699e-16,-0.382566067692304,0.561,0.83,9.16990345551024e-12
"CDON",3.02121814378899e-16,1.04702114753159,0.62,0.622,9.35278500772757e-12
"APBB2",3.84993405881786e-16,-0.381764315946829,0.686,0.916,1.19182408658825e-11
"PODN",5.53148011512596e-16,1.07035837649049,0.476,0.37,1.71238029923954e-11
"SPTBN1",5.54445359377758e-16,-0.326359088940194,0.916,0.973,1.71639649902573e-11
"SYNE1",8.63728364786773e-16,0.617671869102266,0.759,0.822,2.67384389887041e-11
"MRC2",1.44181445974949e-15,0.954380108547441,0.56,0.5,4.4634250230465e-11
"ADD3",2.61978696785836e-15,0.799565656159004,0.698,0.77,8.11007451639913e-11
"SSBP2",2.94873070481394e-15,0.559125535827816,0.822,0.897,9.12838564289253e-11
"MTSS1",3.45664518893667e-15,-0.311889717110266,0.247,0.484,1.07007365113912e-10
"LRFN5",3.76744813906628e-15,1.170053803903,0.488,0.397,1.16628892041075e-10
"ANXA1",4.83108170024364e-15,-0.594515766909954,0.472,0.749,1.49555796194442e-10
"PICALM",9.54859522785728e-15,-0.332463119346437,0.658,0.895,2.95595862468778e-10
"GSN",9.96937808716205e-15,0.811317598433593,0.806,0.859,3.08622037444276e-10
"SLC4A4",2.01190820475929e-14,-0.314779323929983,0.352,0.646,6.22826422947333e-10
"NR4A1",2.63249429458948e-14,1.06323050917176,0.63,0.649,8.14941258776065e-10
