"","gene","p_val","p_val_adj","avg_log2FC","cluster"
"MYH11","MYH11",0,0,5.07865351451711,"12"
"ITGA8","ITGA8",0,0,3.56752989127893,"12"
"RYR2","RYR2",0,0,3.50744247749341,"12"
"DGKG","DGKG",0,0,2.96582228995624,"12"
"LDB3","LDB3",0,0,2.63421229130081,"12"
"MRVI1.1","MRVI1",0,0,2.38101432989942,"12"
"CASQ2","CASQ2",0,0,2.02020291601164,"12"
"MYOCD","MYOCD",0,0,2.00598018287879,"12"
"FHL5","FHL5",0,0,1.79680579696445,"12"
"AC013565.1","AC013565.1",0,0,1.77869129296549,"12"
"CACNA1H","CACNA1H",0,0,1.26013505093103,"12"
"WFDC1","WFDC1",0,0,1.2349516799758,"12"
"CNN1","CNN1",0,0,1.11709111340345,"12"
"ACTA2","ACTA2",3.07932527733713e-306,9.53266726105256e-302,2.58460761431791,"12"
"NOTCH3.1","NOTCH3",1.17834933489933e-300,3.64781603604785e-296,2.53321356896572,"12"
"RCAN2.1","RCAN2",6.8924308067628e-298,2.13368980484956e-293,3.28514096708763,"12"
"EDNRA.1","EDNRA",4.05787585802762e-297,1.25619662936961e-292,1.98894020243192,"12"
"LMOD1.1","LMOD1",1.97275800563419e-275,6.10706695804176e-271,3.23584789108267,"12"
"EDIL3","EDIL3",3.29201000573764e-262,1.0191075374762e-257,2.48645438548931,"12"
"NTF3","NTF3",9.6092264075369e-258,2.9747282189812e-253,1.40151144025135,"12"
"NKD1","NKD1",6.01991021101087e-255,1.86358360402263e-250,1.61481439993233,"12"
"TNC","TNC",1.69978119435235e-239,5.26201264335658e-235,2.25245169580564,"12"
"AC113383.1","AC113383.1",4.57058209277186e-234,1.41491509845939e-229,1.26228403615871,"12"
"PPFIA2","PPFIA2",5.51500902378668e-218,1.70728134349364e-213,2.30511957384087,"12"
"AC025280.3","AC025280.3",8.57043933735002e-218,2.65315090566345e-213,1.16251072481551,"12"
"ADGRL3","ADGRL3",1.07075171656649e-205,3.31472608897488e-201,3.69397710688806,"12"
"STUM","STUM",8.95730004863439e-204,2.77291137605575e-199,0.989412188699053,"12"
"SYTL2","SYTL2",1.68916159508878e-177,5.22913754991634e-173,2.17546330245963,"12"
"NFASC.2","NFASC",6.20124983157975e-167,1.91972091036214e-162,2.06944973061381,"12"
"TAGLN","TAGLN",4.82706767663817e-166,1.49431534065688e-161,2.11131703364357,"12"
"LINC00924","LINC00924",9.93398645715159e-164,3.07526418754042e-159,1.31176564593291,"12"
"CACNA1C.5","CACNA1C",1.17624927981369e-153,3.64131489551925e-149,3.51979347305114,"12"
"CACNA1A","CACNA1A",3.25097182247771e-153,1.00640334708442e-148,2.38591580591947,"12"
"SYNPO2.2","SYNPO2",4.59541040294201e-149,1.42260119843876e-144,3.40341353946384,"12"
"NTRK3","NTRK3",8.41780279627626e-149,2.60589921164324e-144,2.62552371330997,"12"
