"","gene","p_val","p_val_adj","avg_log2FC","cluster"
"LINC00639","LINC00639",0,0,3.47207922923281,"10"
"LINC01695","LINC01695",0,0,2.9905774115054,"10"
"GJA5","GJA5",0,0,1.41387668108382,"10"
"LINC00840","LINC00840",0,0,1.18329485168203,"10"
"PTPRB.2","PTPRB",5.98621651908131e-286,1.853153047812e-281,2.59346628970092,"10"
"BMX","BMX",5.79842080459118e-285,1.79501712847729e-280,1.11744365501332,"10"
"GUCY1A1.1","GUCY1A1",1.44729715480619e-270,4.48039780213352e-266,2.15286025830361,"10"
"NOTCH4.1","NOTCH4",8.98010316017813e-234,2.77997053529634e-229,1.74807350290513,"10"
"TEK.1","TEK",2.08711588826521e-229,6.46108465530261e-225,1.73792414796964,"10"
"DLL4","DLL4",1.38096315637737e-206,4.27504764319741e-202,1.49114548555686,"10"
"PLCB4.3","PLCB4",8.05886998844863e-206,2.49478438232404e-201,2.48978392659077,"10"
"MCTP1.7","MCTP1",8.16588115371779e-202,2.52791182875642e-197,2.8843324547551,"10"
"ATP2A3","ATP2A3",1.85457307103391e-199,5.74120185599968e-195,1.64502775537963,"10"
"CYYR1.1","CYYR1",1.87903919023363e-199,5.81694162120624e-195,2.08318269244298,"10"
"TMC7","TMC7",3.3417749063426e-196,1.03451325775648e-191,1.38122724859645,"10"
"ERG.2","ERG",1.00048143328721e-193,3.09719037302723e-189,1.85839049236555,"10"
"RAPGEF5.2","RAPGEF5",2.03740726754943e-187,6.30720167815277e-183,2.37100477570722,"10"
"RNF144B","RNF144B",1.76491679254465e-186,5.46365291468046e-182,2.12904831647442,"10"
"ARL15.7","ARL15",5.37902604202091e-183,1.66518509182841e-178,3.92596552748698,"10"
"PECAM1.6","PECAM1",8.63220178536418e-183,2.67227070669519e-178,2.12891518921494,"10"
"VEGFC.5","VEGFC",1.96415926165645e-182,6.08044782630987e-178,2.78685324899728,"10"
"EFNB2.3","EFNB2",6.12563159674168e-178,1.89631177340332e-173,2.14653951784137,"10"
"MECOM.6","MECOM",1.53683523895954e-175,4.75758084924706e-171,2.86372236557558,"10"
"PIK3R3.3","PIK3R3",3.89200982119301e-170,1.20484948034672e-165,2.52952032108364,"10"
"CDH13.2","CDH13",8.71925539154277e-170,2.6992198915599e-165,2.70705659010399,"10"
"THSD7A.2","THSD7A",5.80083329598871e-169,1.79576396343923e-164,2.34068432440259,"10"
"FLT1.2","FLT1",1.61576285710769e-167,5.00191707674828e-163,2.0529148870346,"10"
"JAM2.1","JAM2",4.06575554828476e-167,1.25863594508251e-162,1.63213043264393,"10"
"PTPRM.5","PTPRM",6.97531943611074e-161,2.1593496378368e-156,2.18891129964919,"10"
"EPHA4.1","EPHA4",7.36126886582073e-160,2.27882800279212e-155,1.6692466113245,"10"
"CDH5.1","CDH5",8.68663043616313e-160,2.68912018412302e-155,1.37243771757668,"10"
"EMCN.1","EMCN",6.62159556067804e-157,2.0498473377191e-152,1.77204948328487,"10"
"NKAIN2","NKAIN2",1.01741128000166e-156,3.14960009950113e-152,4.13270660432693,"10"
"PPP1R16B.2","PPP1R16B",5.00057802184458e-155,1.54802893822243e-150,1.7100089490988,"10"
"ANO2.2","ANO2",4.45127111909382e-154,1.37798000033787e-149,1.63510695995155,"10"
"IGFBP3","IGFBP3",1.16331124735528e-151,3.60126262843774e-147,1.06788506531185,"10"
"TIE1","TIE1",5.75771438510951e-148,1.78241564219835e-143,1.20891759403635,"10"
"SYT1","SYT1",2.05373242415472e-147,6.35773946545576e-143,2.48939947682029,"10"
"PRDM16","PRDM16",8.16151115302351e-147,2.52655900764149e-142,1.81518318081657,"10"
"SYNJ2","SYNJ2",3.65906477615467e-146,1.1327366827542e-141,1.68082446686442,"10"
"RASGRF2.6","RASGRF2",2.18132641548906e-140,6.75273218442947e-136,1.95059927954462,"10"
"TOX2","TOX2",2.68152677479927e-137,8.30120243674609e-133,1.33142562290008,"10"
"ARAP3.2","ARAP3",3.23071473039089e-137,1.00013235908711e-132,1.1983706306837,"10"
"LDB2.7","LDB2",7.86498731080359e-136,2.43476412180547e-131,1.97754271699884,"10"
"ST6GALNAC3.7","ST6GALNAC3",1.19675177913256e-135,3.70478448266066e-131,2.00473550602552,"10"
"ELMO1.8","ELMO1",3.12338540239135e-135,9.66906419018291e-131,1.97209732907006,"10"
"ENTPD1","ENTPD1",4.20822041928677e-135,1.30273879519861e-130,1.63658589095813,"10"
"ADGRL4.1","ADGRL4",7.11618913241596e-135,2.20295866972201e-130,1.4882141820517,"10"
"MMRN2","MMRN2",6.12773915358954e-132,1.89696420977671e-127,1.09393999844297,"10"
"TSPAN2","TSPAN2",1.66766180257286e-131,5.16258064222481e-127,1.08977627485214,"10"
"EPAS1.7","EPAS1",2.44309228922856e-131,7.56308079976485e-127,2.40112158449325,"10"
"UTRN.6","UTRN",3.21713343973571e-130,9.95927998938982e-126,1.60396665908505,"10"
"A2M.2","A2M",1.21438854793794e-129,3.75938262785149e-125,1.89504520770159,"10"
"TUSC3.2","TUSC3",4.95579529178309e-129,1.53416554847729e-124,1.72709539624343,"10"
"SHANK3.2","SHANK3",6.11179737326463e-127,1.89202911284153e-122,1.61943074225766,"10"
"SHROOM4.1","SHROOM4",1.93825206683802e-126,6.00024692331045e-122,1.26820329308007,"10"
"MYO1E.5","MYO1E",3.33318935347358e-126,1.03185542815482e-121,1.81603376381817,"10"
"AFAP1L2","AFAP1L2",6.53693200365637e-125,2.0236380403719e-120,1.0825891868102,"10"
"ATP8A1.1","ATP8A1",2.41125999502646e-123,7.4645375666034e-119,1.81755049020045,"10"
"TSPAN7.1","TSPAN7",1.29065906014675e-118,3.99549325249628e-114,1.44781984248492,"10"
"CCDC178.1","CCDC178",1.97104587771716e-118,6.101766723649e-114,1.49794163149336,"10"
