"","gene","p_val","p_val_adj","avg_log2FC","cluster"
"MT-CO2.1","MT-CO2",0,0,223.782558316668,"1"
"MT-ATP6.1","MT-ATP6",0,0,192.041873037029,"1"
"RPLP1.1","RPLP1",0,0,75.129612147106,"1"
"IL32.1","IL32",0,0,55.0451394229033,"1"
"PFN1.1","PFN1",0,0,54.9872383701874,"1"
"RPS4X.1","RPS4X",0,0,54.9872022933282,"1"
"RPS6.1","RPS6",0,0,47.6713841531895,"1"
"MT-CO3.1","MT-CO3",0,0,44.8883732464363,"1"
"RPL13.1","RPL13",0,0,39.1175918829425,"1"
"LTB.1","LTB",0,0,37.675077714426,"1"
"RPSA.1","RPSA",0,0,34.519973398997,"1"
"NCL.1","NCL",0,0,33.6703365137654,"1"
"RPS19.1","RPS19",0,0,33.3478753552025,"1"
"RPL28.1","RPL28",0,0,31.9036321863537,"1"
"NPM1.1","NPM1",0,0,30.3207490401668,"1"
"RPL13A.1","RPL13A",0,0,28.9701220639657,"1"
"RPS8.1","RPS8",0,0,26.2029435611925,"1"
"RPL6.1","RPL6",0,0,26.118732784904,"1"
"LDHB.1","LDHB",0,0,24.5142552884484,"1"
"RPS3.1","RPS3",0,0,23.7069534866798,"1"
"RPLP0.1","RPLP0",0,0,22.2964627075025,"1"
"HSP90AB1.1","HSP90AB1",0,0,22.2470920615909,"1"
"ARHGDIB.1","ARHGDIB",0,0,21.7791339048942,"1"
"ATP5E.1","ATP5E",0,0,21.1760687447422,"1"
"PPIA.1","PPIA",0,0,20.362075759716,"1"
"CD3G","CD3G",0,0,20.0175986617089,"1"
"SOD1","SOD1",0,0,19.9019973647777,"1"
"APOO.1","APOO",0,0,19.2983515643637,"1"
"RPL23A.1","RPL23A",0,0,18.8776453327527,"1"
"RPL27A.1","RPL27A",0,0,18.5511053300188,"1"
"TRBC2","TRBC2",0,0,18.4774968230363,"1"
"TXNRD1.1","TXNRD1",0,0,18.4772041063221,"1"
"CLIC1","CLIC1",0,0,18.0319281034896,"1"
"RPL31.1","RPL31",0,0,17.7276011402145,"1"
"ALDOA.1","ALDOA",0,0,17.6808726678057,"1"
"CORO1A","CORO1A",0,0,17.5703776307913,"1"
"HSPA8.1","HSPA8",0,0,17.4766051125267,"1"
"RPL35.1","RPL35",0,0,17.4744828674297,"1"
"RPL19.1","RPL19",0,0,17.4735853090376,"1"
"RPL14.1","RPL14",0,0,17.4506846780878,"1"
"HNRNPA1.1","HNRNPA1",0,0,17.352228973373,"1"
"RPL7.1","RPL7",0,0,16.866719481209,"1"
"RPL34.1","RPL34",0,0,16.4797184959842,"1"
"NBEAL1.1","NBEAL1",0,0,16.1112394366645,"1"
"RPL3.1","RPL3",0,0,16.0344678636499,"1"
"RPL24.1","RPL24",0,0,15.9957099592242,"1"
"RPS29.1","RPS29",0,0,14.6618741189407,"1"
"RPL5.1","RPL5",0,0,14.5109724254659,"1"
"SET.1","SET",0,0,13.6871168186688,"1"
"RPS2.1","RPS2",0,0,13.175443161917,"1"
"RPL37A.1","RPL37A",0,0,13.1719472181909,"1"
"RPS12.1","RPS12",0,0,13.1528535790876,"1"
"TRAC.1","TRAC",0,0,13.1476763285054,"1"
"RPL18.1","RPL18",0,0,13.1381052147308,"1"
"BTF3.1","BTF3",0,0,12.9431797015037,"1"
"UBC.1","UBC",0,0,12.9395221874493,"1"
"RPL29.1","RPL29",0,0,12.7176326853076,"1"
"CHCHD2.1","CHCHD2",0,0,12.6982133880268,"1"
"CALM3","CALM3",0,0,12.4329110049729,"1"
"COX7C.1","COX7C",0,0,12.2228297090122,"1"
"XPO5.1","XPO5",0,0,12.0316283262327,"1"
"RPL15.1","RPL15",0,0,11.6499276049043,"1"
"RPL27.1","RPL27",0,0,11.5729789615705,"1"
"ACTG1.1","ACTG1",0,0,11.1282012033934,"1"
