"","gene","p_val","p_val_adj","avg_log2FC","cluster"
"MT-ND1.12","MT-ND1",1.2682933560354e-152,2.33125001772867e-148,-244.097596454793,"13"
"MT-ATP6.12","MT-ATP6",8.67657790840427e-152,1.59484178534379e-147,-567.362683170261,"13"
"MT-ND4.13","MT-ND4",9.373753629422e-152,1.72298965462406e-147,-342.262845082531,"13"
"MT-CYB.12","MT-CYB",2.02166364988538e-151,3.71601995485432e-147,-383.867797939229,"13"
"MT-ND3.12","MT-ND3",5.30751728913961e-148,9.75574752916751e-144,-539.663389014539,"13"
"MT-CO3.13","MT-CO3",1.099000541935e-147,2.02007289613073e-143,-728.944527759375,"13"
"MT-CO2.12","MT-CO2",6.7776022032155e-146,1.24579106097304e-141,-788.068837826792,"13"
"MT-RNR2.12","MT-RNR2",3.71887038932795e-141,6.83565566262371e-137,-Inf,"13"
"MT-CO1.12","MT-CO1",3.76531352205086e-141,6.92102278488169e-137,-823.710105627018,"13"
"MT-ND2.11","MT-ND2",1.26542959517662e-140,2.32598613889415e-136,-172.052922596741,"13"
"MT-RNR1.13","MT-RNR1",5.57689879462985e-137,1.02508976744091e-132,-368.270767537141,"13"
"MT-ND5.11","MT-ND5",7.4534805683495e-133,1.37002426326832e-128,-72.6277547661346,"13"
"MT-ND4L.11","MT-ND4L",2.57483612908931e-105,4.73280628887907e-101,-20.0989122672645,"13"
"NBEAL1.10","NBEAL1",2.64223032981559e-94,4.85668356923403e-90,-77.6172735071886,"13"
"TPT1.13","TPT1",2.28164533207177e-82,4.19389228488111e-78,-214.233579510107,"13"
"RPL13.12","RPL13",1.29961877436227e-81,2.38882926915529e-77,-174.792852073154,"13"
"MT-ATP8.12","MT-ATP8",6.09283142854064e-79,1.11992334488005e-74,-10.7078933253839,"13"
"MT-ND6.12","MT-ND6",1.06538851811044e-77,1.9582906351388e-73,-20.68620040009,"13"
"APOO.12","APOO",6.4089893770976e-77,1.17803633740431e-72,-82.9167515642162,"13"
"RPS19.12","RPS19",2.8303985021727e-76,5.20255548684363e-72,-144.578023167752,"13"
"TMSB4X.12","TMSB4X",3.47790910198848e-75,6.39274472036502e-71,-497.929760630476,"13"
"ACTB.13","ACTB",6.00588952680274e-75,1.10394255392161e-70,-632.84212716697,"13"
"RPS18.12","RPS18",1.89533380318416e-74,3.48381306363281e-70,-140.614840270233,"13"
"RPL10.12","RPL10",2.61755043916953e-74,4.81131946223752e-70,-306.992836715749,"13"
"TXNRD1.12","TXNRD1",4.23709686675619e-74,7.78820775078455e-70,-89.7085728785655,"13"
"HFM1.13","HFM1",8.71502516457678e-74,1.60190877550086e-69,-48.837830663413,"13"
"EEF1A1.12","EEF1A1",1.55336886888428e-73,2.85524731789619e-69,-279.171620654396,"13"
"RBFOX2.12","RBFOX2",4.04292942603506e-73,7.43130857799504e-69,-34.2527489393438,"13"
"RPL30.12","RPL30",4.45953850454855e-73,8.19707772521069e-69,-110.955165041757,"13"
"RPS25.12","RPS25",1.92389621939099e-72,3.53631364086258e-68,-65.5045995303856,"13"
"RPS29.12","RPS29",3.17346251493533e-72,5.83314144870263e-68,-155.775118443891,"13"
"RPL32.12","RPL32",4.72646544587984e-72,8.68771613607174e-68,-123.740862328589,"13"
"RPLP2.11","RPLP2",7.01862618276139e-72,1.29009367865337e-67,-60.3625494477709,"13"
"RPL37A.12","RPL37A",3.16525870749011e-71,5.81806203023757e-67,-54.9239461928353,"13"
"RPL19.12","RPL19",3.22237989260625e-71,5.92305648059955e-67,-94.9123839073915,"13"
"RPS8.12","RPS8",1.08194986712941e-70,1.98873205077058e-66,-99.9410662743869,"13"
"RPS23.12","RPS23",2.74778406977431e-70,5.05070189865216e-66,-114.61624964003,"13"
"RPLP1.12","RPLP1",3.83148387041287e-70,7.04265050220589e-66,-221.115863471695,"13"
"OOEP.12","OOEP",4.24643874211425e-70,7.80537905188021e-66,-128.455208767081,"13"
"B2M.13","B2M",1.56488400184519e-69,2.87641328379164e-65,-473.182554198168,"13"
"RPS2.12","RPS2",3.1828427537398e-69,5.85038326564913e-65,-136.646952533203,"13"
"RPL28.12","RPL28",3.33781771632569e-68,6.13524274437825e-64,-157.101074403674,"13"
"TMSB10.13","TMSB10",1.1102253929726e-67,2.04070529482294e-63,-544.316018252994,"13"
"RPL13A.12","RPL13A",1.12428308344229e-67,2.06654473567527e-63,-87.3036317772235,"13"
"PLEKHA7.11","PLEKHA7",1.87178047984711e-67,3.44051970000698e-63,-56.4828792806946,"13"
"RPL41.12","RPL41",2.15152291765294e-67,3.95471427493787e-63,-209.573789129945,"13"
"RPS27A.12","RPS27A",5.62328468494083e-66,1.03361595793897e-61,-157.269197523247,"13"
"RPL37.12","RPL37",1.45862638466211e-64,2.68110115764742e-60,-84.6870668587597,"13"
"RPS6.12","RPS6",1.51595549184779e-64,2.78647778956543e-60,-108.347364640438,"13"
"RPS20.12","RPS20",2.85793880379164e-64,5.25317731524942e-60,-42.3672131423958,"13"
"RPS14.12","RPS14",8.77129200145644e-64,1.61225118278771e-59,-94.1386545144801,"13"
"RPS12.12","RPS12",1.51806170084153e-63,2.79034921231681e-59,-122.396024841466,"13"
"RPL34.12","RPL34",2.24975238741683e-63,4.13526986331088e-59,-83.511200238745,"13"
