"","gene","p_val","p_val_adj","avg_log2FC","cluster"
"TOMM7.5","TOMM7",0,0,-4.26516947987514,"5"
"EEF1D.5","EEF1D",0,0,-6.91453049286051,"5"
"EEF2.5","EEF2",0,0,-8.72113830466101,"5"
"RPS17.5","RPS17",0,0,-8.74791669553335,"5"
"RPL36AL.5","RPL36AL",0,0,-9.00795994835727,"5"
"COX7C.5","COX7C",0,0,-10.9427150323528,"5"
"UQCRB.5","UQCRB",0,0,-12.2112684477562,"5"
"RPL31.5","RPL31",0,0,-14.9310765231295,"5"
"PFDN5.5","PFDN5",0,0,-15.8115409899015,"5"
"RPL23.5","RPL23",0,0,-16.0552932071199,"5"
"CD52.5","CD52",0,0,-17.1060330857476,"5"
"ZNF90.5","ZNF90",0,0,-17.3521699800065,"5"
"TRAC.5","TRAC",0,0,-17.5816425930648,"5"
"RPS26.5","RPS26",0,0,-18.8501754145503,"5"
"RPS5.5","RPS5",0,0,-20.2760239715783,"5"
"EEF1B2.5","EEF1B2",0,0,-21.5203311247766,"5"
"RPS16.5","RPS16",0,0,-21.5512694443121,"5"
"RPL4.5","RPL4",0,0,-23.218448008026,"5"
"RPS28.5","RPS28",0,0,-23.8804592059512,"5"
"RPL38.5","RPL38",0,0,-27.6212051860592,"5"
"RPS20.5","RPS20",0,0,-27.916210246638,"5"
"RPLP2.5","RPLP2",0,0,-28.4878794293195,"5"
"RPL24.5","RPL24",0,0,-28.9416142302933,"5"
"NACA.5","NACA",0,0,-29.0257656567081,"5"
"FAU.5","FAU",0,0,-30.3071383657459,"5"
"RPL27.5","RPL27",0,0,-30.8281925161736,"5"
"RPL7.5","RPL7",0,0,-30.8745950960527,"5"
"UBA52.5","UBA52",0,0,-31.0150982330928,"5"
"RPL21.5","RPL21",0,0,-31.625015434722,"5"
"RPL5.5","RPL5",0,0,-32.662433371841,"5"
"RPL8.5","RPL8",0,0,-36.0370885486186,"5"
"RPS3A.5","RPS3A",0,0,-36.2665116171942,"5"
"STEAP1B.5","STEAP1B",0,0,-36.3153913268664,"5"
"PLEKHA7.5","PLEKHA7",0,0,-37.2042925065286,"5"
"RPL37A.5","RPL37A",0,0,-38.6140532917786,"5"
"RPL35.5","RPL35",0,0,-41.9863550666105,"5"
"RPS11.5","RPS11",0,0,-43.7760635277547,"5"
"RACK1.5","RACK1",0,0,-43.7860804503093,"5"
"ARMC9.5","ARMC9",0,0,-43.831347891163,"5"
"RPS25.5","RPS25",0,0,-45.3906962400316,"5"
"RPS27.5","RPS27",0,0,-46.5143648853377,"5"
"RPL10A.5","RPL10A",0,0,-47.3508800762137,"5"
"RPL14.5","RPL14",0,0,-48.3559126648708,"5"
"RPS13.5","RPS13",0,0,-48.4573793843712,"5"
"RPL27A.5","RPL27A",0,0,-50.7430607439128,"5"
"RPL37.5","RPL37",0,0,-51.0385166413398,"5"
"RPSA.5","RPSA",0,0,-52.1771818615297,"5"
"HLA-C.5","HLA-C",0,0,-52.7209965490806,"5"
"RPLP0.5","RPLP0",0,0,-53.3927101513335,"5"
"RPS7.5","RPS7",0,0,-53.538413610394,"5"
"RPL23A.5","RPL23A",0,0,-54.0968132143153,"5"
"RPL18.5","RPL18",0,0,-55.0899294921507,"5"
"AMBRA1.5","AMBRA1",0,0,-55.5977470322509,"5"
"RPS15A.5","RPS15A",0,0,-55.8735777783257,"5"
"RPL34.5","RPL34",0,0,-56.0318714061755,"5"
"APOO.5","APOO",0,0,-56.2333364548749,"5"
"RPL3.5","RPL3",0,0,-58.2684848983967,"5"
"RPL29.5","RPL29",0,0,-58.7640557071932,"5"
"NBEAL1.4","NBEAL1",0,0,-59.5081399695355,"5"
"RPL6.5","RPL6",0,0,-61.8115785073394,"5"
