"","gene","p_val","p_val_adj","avg_log2FC","cluster"
"MITF.1","MITF",0,0,266.486493122261,"7"
"HDAC9","HDAC9",0,0,258.285373918651,"7"
"FMNL2.1","FMNL2",0,0,243.17783918023,"7"
"F13A1","F13A1",0,0,230.407152425125,"7"
"TFEC","TFEC",0,0,213.561828980532,"7"
"SPRED1.1","SPRED1",0,0,196.444443065945,"7"
"FRMD4B","FRMD4B",0,0,161.624803020775,"7"
"IL18","IL18",0,0,154.619778185582,"7"
"RGL1.1","RGL1",0,0,154.410632181919,"7"
"CD163L1","CD163L1",0,0,136.635090320037,"7"
"DMXL2.1","DMXL2",0,0,132.572543333084,"7"
"SCN9A","SCN9A",0,0,115.456412955047,"7"
"ARHGAP18","ARHGAP18",0,0,115.417155558263,"7"
"ZEB2.7","ZEB2",0,0,108.174993119379,"7"
"LRMDA.7","LRMDA",0,0,102.631067164346,"7"
"TNFAIP2.1","TNFAIP2",0,0,102.017205495503,"7"
"COLEC12.1","COLEC12",0,0,101.568138272338,"7"
"RBM47","RBM47",0,0,101.032098452417,"7"
"SLC9A9.4","SLC9A9",0,0,93.8180648729276,"7"
"SAT1.6","SAT1",0,0,93.6253121346198,"7"
"MTSS1.1","MTSS1",0,0,92.3754411178242,"7"
"SIGLEC1","SIGLEC1",0,0,91.109591894797,"7"
"SELENOP.1","SELENOP",0,0,89.3922089280263,"7"
"TBC1D9.1","TBC1D9",0,0,89.0189028925606,"7"
"MERTK","MERTK",0,0,88.1176439994149,"7"
"FAM49A.1","FAM49A",0,0,86.6041701759273,"7"
"CCDC88A.1","CCDC88A",0,0,80.8073480613363,"7"
"ARHGAP22","ARHGAP22",0,0,79.5849879846072,"7"
"ABCA1.7","ABCA1",0,0,77.9484688153089,"7"
"HLA-DRB1","HLA-DRB1",0,0,76.4759986341357,"7"
"SLC40A1","SLC40A1",0,0,76.3508084848715,"7"
"CSF2RA","CSF2RA",0,0,75.0691618679306,"7"
"P2RY14","P2RY14",0,0,70.6606807538103,"7"
"RASSF4","RASSF4",0,0,68.5363592032759,"7"
"KYNU","KYNU",0,0,67.3914892258607,"7"
"FMN1","FMN1",0,0,64.9642026911841,"7"
"GAB2.1","GAB2",0,0,64.8930848583982,"7"
"MS4A4E","MS4A4E",0,0,62.0906831632228,"7"
"WDFY4","WDFY4",0,0,62.0788485200712,"7"
"LGMN","LGMN",0,0,57.7237314754324,"7"
"HCK","HCK",0,0,57.2492715327759,"7"
