"","gene","p_val","p_val_adj","avg_log2FC","cluster"
"RBFOX2","RBFOX2",0,0,-33.4291999494769,"0"
"NBEAL1","NBEAL1",0,0,-75.675234169014,"0"
"MECOM","MECOM",0,0,-398.116707713294,"0"
"DAPK1","DAPK1",4.91263460165101e-263,9.02991366129473e-259,-94.5778973557116,"0"
"PLEKHA7","PLEKHA7",6.59035995200979e-242,1.21137406277892e-237,-52.2247779908767,"0"
"SKAP1","SKAP1",8.00814591203057e-219,1.47197730009034e-214,-46.9010916926593,"0"
"MAMDC2","MAMDC2",1.30440573981199e-218,2.39762819034842e-214,-118.095062915807,"0"
"TRIO","TRIO",5.95279873527498e-216,1.09418393553089e-211,-297.794770034694,"0"
"TCF4","TCF4",3.81513277521903e-212,7.0125955541301e-208,-141.968806635755,"0"
"LRMDA","LRMDA",4.71472892379885e-210,8.66614323483466e-206,-212.667901069672,"0"
"ARMC9","ARMC9",3.03880917323343e-206,5.58563514132037e-202,-52.3635189912969,"0"
"EBF1","EBF1",1.93696051613221e-203,3.56032712470262e-199,-501.214764030758,"0"
"ARHGAP15","ARHGAP15",2.72704262066495e-199,5.01257704104424e-195,-17.8875145435917,"0"
"PARD3B","PARD3B",1.88582007487922e-194,3.46632587963549e-190,-179.38559201894,"0"
"PTPRG","PTPRG",9.88212070320619e-192,1.81643260645633e-187,-199.133533145683,"0"
"TXNRD1","TXNRD1",2.81404281952241e-188,5.17249210656415e-184,-87.4741169485928,"0"
"RASAL2","RASAL2",4.14870626996589e-188,7.6257369948243e-184,-148.904971506916,"0"
"ITK","ITK",1.88299434735567e-187,3.46113190987445e-183,-21.5414068810922,"0"
"TTC28","TTC28",2.13923251621003e-187,3.93212328804565e-183,-72.8618129583456,"0"
"ZFPM2","ZFPM2",3.32152157954867e-187,6.10528881536841e-183,-135.718015415154,"0"
"NFIA","NFIA",3.66964876623012e-186,6.74518139720759e-182,-90.0251063811117,"0"
"RPS15A","RPS15A",1.28507139478821e-180,2.36208973076021e-176,-71.6595834476352,"0"
"TCF7L2","TCF7L2",1.15916150530906e-179,2.13065476290859e-175,-154.280831026974,"0"
"STEAP1B","STEAP1B",2.64422424732435e-176,4.86034858900689e-172,-47.2411083815637,"0"
"INPP4B","INPP4B",1.5500600139287e-175,2.84916531160235e-171,-55.2934479806148,"0"
"EPB41L2","EPB41L2",9.5387331250262e-173,1.75331453571107e-168,-162.127621128625,"0"
"RPS13","RPS13",9.13477882341149e-171,1.67906369553127e-166,-65.9627504763874,"0"
"RPL35A","RPL35A",1.43051701227777e-169,2.62943332026778e-165,-134.747915254204,"0"
"CAMK4","CAMK4",5.08483539131031e-169,9.34643593276748e-165,-37.8978189111207,"0"
"UBE2E2","UBE2E2",1.5558506709364e-167,2.8598091182482e-163,-109.479180896602,"0"
"ZMYM4","ZMYM4",6.01534229813391e-164,1.10568006781999e-159,-20.023375565595,"0"
"NAALADL2","NAALADL2",9.71494312919739e-162,1.78570369657777e-157,-121.45965268367,"0"
"RPL36","RPL36",4.35212971282393e-161,7.99964962514167e-157,-103.598707302256,"0"
"RPL21","RPL21",1.96637374532545e-159,3.61439158128271e-155,-43.7326122377962,"0"
"BAIAP2L1","BAIAP2L1",7.63647110784499e-158,1.40365975433299e-153,-95.4110495522803,"0"
"AMBRA1","AMBRA1",8.52277156577183e-158,1.56657064150452e-153,-69.4739933098901,"0"
"PRKCQ","PRKCQ",1.22691693374968e-157,2.25519601592528e-153,-12.0408241134378,"0"
"DST","DST",1.31713135464718e-155,2.42101914297699e-151,-115.557607301205,"0"
"ZNF90","ZNF90",1.6934365658181e-155,3.11270575163024e-151,-25.1241667663399,"0"
"STK3","STK3",5.81335536869655e-155,1.06855285032011e-150,-35.7090229653758,"0"
"RPL14","RPL14",2.96074530780471e-154,5.44214595027583e-150,-66.882269355958,"0"
"RPL23A","RPL23A",5.19389109825346e-154,9.54689122769969e-150,-71.3387292859166,"0"
"RPL27","RPL27",7.25370399506622e-154,1.33330333133312e-149,-40.5949218647266,"0"
"SH3D19","SH3D19",4.71990170860464e-152,8.67565133058618e-148,-103.601602975309,"0"
"EEF1B2","EEF1B2",1.30148320483893e-151,2.39225627881443e-147,-31.4595597958788,"0"
"RPL7","RPL7",4.30217926491654e-151,7.90783570684309e-147,-41.1231270966845,"0"
"RPS15","RPS15",6.12564326384754e-151,1.12595448832782e-146,-105.474206463745,"0"
"RPS14","RPS14",4.25671525811635e-150,7.82426831594366e-146,-93.7952488101369,"0"
"RPS3A","RPS3A",1.21541018839017e-149,2.23404546727997e-145,-48.4300781080504,"0"
"UBA52","UBA52",1.47435734209837e-149,2.71001623051102e-145,-43.177151349535,"0"
"RPS20","RPS20",9.06159306470321e-149,1.6656114212231e-144,-41.3796237191695,"0"
"RPL8","RPL8",1.43995671467037e-148,2.6467844372356e-144,-46.3666295872713,"0"
"FAU","FAU",1.59826228291343e-148,2.93776590222318e-144,-42.7600792106524,"0"
"RPL29","RPL29",2.12630120396145e-148,3.90835424300154e-144,-74.728416626841,"0"
"AUTS2","AUTS2",2.61110320199411e-147,4.79946879558538e-143,-193.847475620554,"0"
"RPS12","RPS12",4.27609278477416e-147,7.85988614769339e-143,-120.983364433375,"0"
"RPL24","RPL24",4.83641768124737e-147,8.8898193399008e-143,-36.5208079227801,"0"
"RPL23","RPL23",7.64620345351367e-147,1.40544865679035e-142,-24.1021998292214,"0"
"FNDC3B","FNDC3B",8.0952597565276e-147,1.48798969584734e-142,-172.283621059751,"0"
"RPL34","RPL34",1.06363031324143e-146,1.95505887876907e-142,-80.9739600489506,"0"
"THEMIS","THEMIS",2.04313823601765e-146,3.75549239162405e-142,5.17130786528902,"0"
"SLFN12L","SLFN12L",2.10540546777431e-146,3.86994579031597e-142,-5.30100897831489,"0"
"IQGAP2","IQGAP2",3.26542659635382e-146,6.00218062675796e-142,-120.343279997982,"0"
"RPS24","RPS24",6.32811942236924e-146,1.16317163102569e-141,-126.458016833289,"0"
"NACA","NACA",4.76983836682306e-145,8.76743990205746e-141,-38.5871162116885,"0"
"RPL30","RPL30",1.56477118565112e-144,2.87620591634531e-140,-107.145408252225,"0"
