"","gene","p_val","p_val_adj","avg_log2FC","cluster"
"PDE3B.9","PDE3B",0,0,353.771470949755,"9"
"EBF1.9","EBF1",0,0,352.300228913835,"9"
"FAM13A.9","FAM13A",0,0,348.001996890134,"9"
"DMD.4","DMD",0,0,323.476637444917,"9"
"GHR.2","GHR",0,0,252.784127452425,"9"
"PPARG.3","PPARG",0,0,204.723211561581,"9"
"SIK2.8","SIK2",0,0,197.961712637682,"9"
"SLC4A4.2","SLC4A4",0,0,174.87364162622,"9"
"LEPR.2","LEPR",0,0,163.337031656347,"9"
"CLSTN2.1","CLSTN2",0,0,160.377973181896,"9"
"TMEM164.2","TMEM164",0,0,159.9196542088,"9"
"GPAT3.1","GPAT3",0,0,153.238166370124,"9"
"LHFPL6.3","LHFPL6",0,0,146.024691165676,"9"
"ADH1B.2","ADH1B",0,0,146.015122878383,"9"
"TMEM132C.2","TMEM132C",0,0,134.030222748881,"9"
"ACACB.9","ACACB",0,0,130.155045720373,"9"
"SORBS1.1","SORBS1",0,0,124.374335461666,"9"
"LRP1B.1","LRP1B",0,0,121.525060281569,"9"
"PTGER3.1","PTGER3",0,0,111.192252255777,"9"
"ITSN1.3","ITSN1",0,0,106.880247694065,"9"
"LMO3.2","LMO3",0,0,105.11540975289,"9"
"PTEN.6","PTEN",0,0,104.186533912066,"9"
"RHOBTB3.2","RHOBTB3",0,0,104.186443784301,"9"
"LAMA4.2","LAMA4",0,0,101.301144917909,"9"
"ACSS3.2","ACSS3",0,0,101.221330713655,"9"
"SLC19A3.1","SLC19A3",0,0,99.8323875397911,"9"
"PCDH9.2","PCDH9",0,0,99.4157548477136,"9"
"SLC16A7.8","SLC16A7",0,0,94.0881757223464,"9"
"MAP3K5.6","MAP3K5",0,0,94.0866033291676,"9"
"MGEA5.6","MGEA5",0,0,91.202279520704,"9"
"AGBL4.1","AGBL4",0,0,88.3854573277261,"9"
"TENM3.2","TENM3",0,0,85.457684302091,"9"
"ANGPT1.2","ANGPT1",0,0,81.1034142577126,"9"
